2024-02-10 00:00:00+00:00, 82.29706153636974, 85.59426143749818
2024-02-10 00:01:00.005951+00:00, 82.55068645652146, 56.32249327737615
2024-02-10 00:02:00.011902+00:00, 81.03950532050597, 31.39150379993474
2024-02-10 00:03:00.017853+00:00, 78.43496725214288, 15.470835131482527
2024-02-10 00:04:00.023804+00:00, 75.30639701967976, 5.6701882466049005
2024-02-10 00:05:00.029755+00:00, 71.92272398027309, -0.7364701982312674
2024-02-10 00:06:00.035706+00:00, 68.40234595023458, -5.227078260146375
2024-02-10 00:07:00.041656+00:00, 64.80132551287488, -8.568318058253148
2024-02-10 00:08:00.047607+00:00, 61.14870775209612, -11.17752680577361
2024-02-10 00:09:00.053558+00:00, 57.46078340149309, -13.296185768900358
2024-02-10 00:10:00.059540+00:00, 53.74731461015214, -15.072144432557991
2024-02-10 00:11:00.065491+00:00, 50.01449912243182, -16.600456989244165
2024-02-10 00:12:00.071442+00:00, 46.26646364274675, -17.944846670828376
2024-02-10 00:13:00.077393+00:00, 42.506093758557775, -19.149591143176224
2024-02-10 00:14:00.083344+00:00, 38.73550138550575, -20.246434515800892
2024-02-10 00:15:00.089294+00:00, 34.95630617593708, -21.258776279260786
2024-02-10 00:16:00.095245+00:00, 31.169810188668173, -22.204306294699634
2024-02-10 00:17:00.101196+00:00, 27.377109399019115, -23.096717931591602
2024-02-10 00:18:00.107147+00:00, 23.57916635176951, -23.94685574631977
2024-02-10 00:19:00.113098+00:00, 19.776858058276144, -24.763506182526648
2024-02-10 00:20:00.119049+00:00, 15.971007653549577, -25.55395741046128
2024-02-10 00:21:00.125000+00:00, 12.162405134030589, -26.324407039447646
2024-02-10 00:22:00.130951+00:00, 8.351820643775804, -27.08026840286647
2024-02-10 00:23:00.136902+00:00, 4.540012664829569, -27.8264091636789
2024-02-10 00:24:00.142853+00:00, 0.7277327924955458, -28.56734560931969
2024-02-10 00:25:00.148804+00:00, -3.084271624972844, -29.307409681087332
2024-02-10 00:26:00.154755+00:00, -6.8952559347097875, -30.050902102053893
2024-02-10 00:27:00.160706+00:00, -10.704476785038999, -30.802243158143064
2024-02-10 00:28:00.166656+00:00, -14.51118997527521, -31.566132383923403
2024-02-10 00:29:00.172607+00:00, -18.31464656975373, -32.34772955046262
2024-02-10 00:30:00.178619+00:00, -22.114088660026912, -33.15287272029206
2024-02-10 00:31:00.184570+00:00, -25.908728022377872, -33.98835038643563
2024-02-10 00:32:00.190521+00:00, -29.697743855090554, -34.86226453669422
2024-02-10 00:33:00.196472+00:00, -33.48024572888427, -35.78451632076215
2024-02-10 00:34:00.202423+00:00, -37.25523557153684, -36.76748738370577
2024-02-10 00:35:00.208374+00:00, -41.02154646499843, -37.827016432849824
2024-02-10 00:36:00.214325+00:00, -44.77774949567082, -38.98383910813375
2024-02-10 00:37:00.220276+00:00, -48.52200949658649, -40.26577329510346
2024-02-10 00:38:00.226227+00:00, -52.25185591675656, -41.71114205011774
2024-02-10 00:39:00.232178+00:00, -55.96380673296334, -43.37432679648504
2024-02-10 00:40:00.238129+00:00, -59.652725581951586, -45.33514144975537
2024-02-10 00:41:00.244080+00:00, -63.31066775569321, -47.715386151703335
2024-02-10 00:42:00.250031+00:00, -66.92468429413752, -50.709603065938026
2024-02-10 00:43:00.255981+00:00, -70.47234591852707, -54.645466676718776
2024-02-10 00:44:00.261932+00:00, -73.91186802453744, -60.108823995687025
2024-02-10 00:45:00.267883+00:00, -77.15844261783221, -68.20888880427991
2024-02-10 00:46:00.273834+00:00, -80.0244459881869, -81.07364979151075
2024-02-10 00:47:00.279785+00:00, -82.0875254364916, -101.96316427288778
2024-02-10 00:48:00.285736+00:00, -82.64027433247611, -130.67461602817838
2024-02-10 00:49:00.291687+00:00, -81.38765215772537, -156.9044719065051
2024-02-10 00:50:00.297668+00:00, -78.92629258614615, -174.14173628765272
2024-02-10 00:51:00.303619+00:00, -75.87412535710071, 175.27982414201472
2024-02-10 00:52:00.309570+00:00, -72.53757700079404, 168.4384920671706
2024-02-10 00:53:00.315521+00:00, -69.05126074543108, 163.69292530328934
2024-02-10 00:54:00.321472+00:00, -65.47804975676013, 160.19268163327678
2024-02-10 00:55:00.327423+00:00, -61.850051789742736, 157.4787403962868
2024-02-10 00:56:00.333374+00:00, -58.185036794828065, 155.2879111036979
2024-02-10 00:57:00.339325+00:00, -54.49352147162644, 153.460374972221
2024-02-10 00:58:00.345276+00:00, -50.782089099664894, 151.89411016422684
2024-02-10 00:59:00.351227+00:00, -47.055066619886006, 150.52114556711425
2024-02-10 01:00:00.357178+00:00, -43.31542822785429, 149.29450401320355
2024-02-10 01:01:00.363129+00:00, -39.56530943179877, 148.18066634918276
2024-02-10 01:02:00.369080+00:00, -35.806313125256125, 147.15503174600713
2024-02-10 01:03:00.375031+00:00, -32.03969880230719, 146.1990778262936
2024-02-10 01:04:00.380981+00:00, -28.266503112129257, 145.298523558282
2024-02-10 01:05:00.386932+00:00, -24.487618434415143, 144.4421042630357
2024-02-10 01:06:00.392883+00:00, -20.703844869468984, 143.62073147085349
2024-02-10 01:07:00.398834+00:00, -16.915924863124516, 142.82690084993783
2024-02-10 01:08:00.404785+00:00, -13.124566198728989, 142.0542632473838
2024-02-10 01:09:00.410767+00:00, -9.330454506351941, 141.29730391718914
2024-02-10 01:10:00.416718+00:00, -5.534273041841032, 140.55109695942386
2024-02-10 01:11:00.422668+00:00, -1.7366933228267638, 139.81110266255374
2024-02-10 01:12:00.428619+00:00, 2.061611183744361, 139.0730000623974
